league,year,h_a,xG,xGA,npxG,npxGA,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,ppda_coef,ppda_att,ppda_def,oppda_coef,oppda_att,oppda_def,team,xG_diff,xGA_diff,xpts_diff
Bundesliga,2018,h,2.03631,2.07768,2.03631,1.3199,9,4,3,2,1.3098999999999998,w,2019-05-11 14:30:00,1,0,0,3,0.7164099999999998,10.653846153846153,277,26,20.95,419,20,Borussia Dortmund,-0.9636900000000002,0.07767999999999997,-1.6901000000000002
Bundesliga,2018,a,2.35948,0.629959,2.35948,0.629959,22,5,2,0,2.6469,w,2019-05-18 13:30:00,1,0,0,3,1.729521,15.6875,251,16,36.25,580,16,Borussia Dortmund,0.35948,0.629959,-0.35309999999999997
Bundesliga,2018,h,3.34179,1.05775,1.82624,1.05775,10,6,2,0,2.7036,w,2018-08-25 19:30:00,1,0,0,3,0.7684900000000001,13.166666666666666,316,24,17.625,282,16,Borussia M.Gladbach,1.34179,1.05775,-0.2964000000000002
Bundesliga,2018,a,1.31189,1.7521,1.31189,1.7521,9,5,1,1,1.0291000000000001,d,2018-09-01 13:30:00,0,1,0,1,-0.44021,12.923076923076923,168,13,11.851851851851851,320,27,Borussia M.Gladbach,0.31189,0.7521,0.029100000000000126
Bundesliga,2018,h,1.4002,0.729351,1.4002,0.729351,4,8,2,1,1.9343000000000001,w,2018-09-15 16:30:00,1,0,0,3,0.6708489999999999,12.789473684210526,243,19,14.055555555555555,253,18,Borussia M.Gladbach,-0.5998000000000001,-0.27064900000000003,-1.0656999999999999
Bundesliga,2018,a,2.64706,3.9572,1.88928,3.9572,5,7,2,4,0.6756000000000001,l,2018-09-22 13:30:00,0,0,1,0,-2.06792,18.235294117647058,310,17,17.75,284,16,Borussia M.Gladbach,0.6470600000000002,-0.04280000000000017,0.6756000000000001
Bundesliga,2018,h,1.5541,1.11709,1.5541,1.11709,7,3,3,1,1.6717,w,2018-09-26 18:30:00,1,0,0,3,0.4370100000000001,14.923076923076923,194,13,14.88888888888889,268,18,Borussia M.Gladbach,-1.4459,0.11708999999999992,-1.3283
Bundesliga,2018,a,0.849348,0.802752,0.849348,0.802752,2,9,2,2,1.3845,d,2018-09-29 13:30:00,0,1,0,1,0.04659599999999997,19.0,285,15,16.785714285714285,235,14,Borussia M.Gladbach,-1.150652,-1.197248,0.38450000000000006
Bundesliga,2018,a,0.559058,0.595523,0.559058,0.595523,1,8,3,0,1.2641,w,2018-10-06 16:30:00,1,0,0,3,-0.03646499999999997,40.18181818181818,442,11,7.428571428571429,156,21,Borussia M.Gladbach,-2.4409419999999997,0.595523,-1.7359
Bundesliga,2018,h,3.00692,0.472964,3.00692,0.472964,8,2,4,0,2.8701000000000003,w,2018-10-21 16:00:00,1,0,0,3,2.533956,20.125,322,16,23.733333333333334,356,15,Borussia M.Gladbach,-0.99308,0.472964,-0.12989999999999968
Bundesliga,2018,a,1.14643,1.41352,0.388653,0.655744,4,3,1,3,1.0854,l,2018-10-26 18:30:00,0,0,1,0,-0.26709099999999997,13.590909090909092,299,22,23.125,370,16,Borussia M.Gladbach,0.14643000000000006,-1.58648,1.0854
Bundesliga,2018,h,3.16198,0.719516,2.4042,0.719516,9,1,3,0,2.7651,w,2018-11-04 14:30:00,1,0,0,3,1.6846839999999998,9.107142857142858,255,28,26.615384615384617,346,13,Borussia M.Gladbach,0.1619799999999998,0.719516,-0.2349000000000001
Bundesliga,2018,a,2.73709,1.50955,2.73709,1.50955,6,12,3,1,2.1889,w,2018-11-10 14:30:00,1,0,0,3,1.2275399999999999,23.214285714285715,325,14,23.714285714285715,332,14,Borussia M.Gladbach,-0.2629100000000002,0.50955,-0.8111000000000002
Bundesliga,2018,h,1.70943,0.459166,1.70943,0.459166,14,0,4,1,2.3217,w,2018-11-25 17:00:00,1,0,0,3,1.250264,10.636363636363637,234,22,46.5,372,8,Borussia M.Gladbach,-2.2905699999999998,-0.540834,-0.6783000000000001
Bundesliga,2018,a,0.628352,2.39576,0.628352,2.39576,3,8,0,2,0.2884,l,2018-12-02 14:30:00,0,0,1,0,-1.767408,14.05,281,20,25.235294117647058,429,17,Borussia M.Gladbach,0.628352,0.3957600000000001,0.2884
Bundesliga,2018,h,2.61136,0.678537,2.61136,0.678537,9,6,3,0,2.6233,w,2018-12-09 17:00:00,1,0,0,3,1.932823,10.666666666666666,192,18,38.833333333333336,466,12,Borussia M.Gladbach,-0.3886400000000001,0.678537,-0.37670000000000003
Bundesliga,2018,a,0.584205,3.933,0.584205,3.933,3,17,0,0,0.045899999999999996,d,2018-12-15 14:30:00,0,1,0,1,-3.348795,20.333333333333332,305,15,7.777777777777778,210,27,Borussia M.Gladbach,0.584205,3.933,-0.9541
Bundesliga,2018,h,3.61765,1.13637,2.85987,1.13637,7,4,2,0,2.8187,w,2018-12-18 17:30:00,1,0,0,3,1.7234999999999998,19.333333333333332,290,15,17.047619047619047,358,21,Borussia M.Gladbach,1.6176499999999998,1.13637,-0.1812999999999998
Bundesliga,2018,a,0.517203,1.79527,0.517203,1.79527,1,13,1,2,0.33540000000000003,l,2018-12-21 19:30:00,0,0,1,0,-1.278067,22.88888888888889,412,18,16.85185185185185,455,27,Borussia M.Gladbach,-0.48279700000000003,-0.20473000000000008,0.33540000000000003
Bundesliga,2018,a,0.747044,1.20925,0.747044,1.20925,4,6,1,0,0.9737,w,2019-01-19 14:30:00,1,0,0,3,-0.4622059999999999,16.863636363636363,371,22,6.548387096774194,203,31,Borussia M.Gladbach,-0.25295599999999996,1.20925,-2.0263
Bundesliga,2018,h,2.08047,0.777086,1.22042,0.777086,9,4,2,0,2.433,w,2019-01-26 14:30:00,1,0,0,3,0.443334,16.071428571428573,225,14,13.26086956521739,305,23,Borussia M.Gladbach,0.08047000000000004,0.777086,-0.5670000000000002
Bundesliga,2018,a,1.87388,0.663579,1.87388,0.663579,5,2,2,0,2.2821000000000002,w,2019-02-02 17:30:00,1,0,0,3,1.2103009999999998,10.227272727272727,225,22,16.695652173913043,384,23,Borussia M.Gladbach,-0.12612,0.663579,-0.7178999999999998
Bundesliga,2018,h,1.30285,2.49289,1.30285,2.49289,13,7,0,3,0.5799,l,2019-02-09 14:30:00,0,0,1,0,-1.19004,15.545454545454545,171,11,29.692307692307693,386,13,Borussia M.Gladbach,1.30285,-0.50711,0.5799
Bundesliga,2018,a,1.17016,1.16069,1.17016,1.16069,9,3,1,1,1.3328,d,2019-02-17 14:30:00,0,1,0,1,0.00947000000000009,10.210526315789474,194,19,13.458333333333334,323,24,Borussia M.Gladbach,0.1701600000000001,0.16069,0.3328
Bundesliga,2018,h,1.18063,0.794633,1.18063,0.794633,9,3,0,3,1.6737999999999997,l,2019-02-23 14:30:00,0,0,1,0,0.38599700000000003,10.92,273,25,32.888888888888886,296,9,Borussia M.Gladbach,1.18063,-2.205367,1.6737999999999997
Bundesliga,2018,h,0.58281,5.94023,0.58281,5.18245,3,15,1,5,0.0043,l,2019-03-02 17:30:00,0,0,1,0,-4.59964,45.083333333333336,541,12,15.764705882352942,268,17,Borussia M.Gladbach,-0.41718999999999995,0.9402299999999997,0.0043
Bundesliga,2018,a,1.20097,0.578029,1.20097,0.578029,4,10,1,0,1.9666,w,2019-03-09 17:30:00,1,0,0,3,0.6229410000000001,18.0,288,16,18.863636363636363,415,22,Borussia M.Gladbach,0.2009700000000001,0.578029,-1.0334
Bundesliga,2018,h,1.17388,0.514838,1.17388,0.514838,12,3,1,1,1.9980000000000002,d,2019-03-15 19:30:00,0,1,0,1,0.659042,14.23076923076923,370,26,18.727272727272727,412,22,Borussia M.Gladbach,0.17388000000000003,-0.485162,0.9980000000000002
Bundesliga,2018,a,1.34223,1.66988,1.34223,1.66988,9,4,1,3,1.0817999999999999,l,2019-03-30 14:30:00,0,0,1,0,-0.32765,6.869565217391305,158,23,22.666666666666668,408,18,Borussia M.Gladbach,0.34223000000000003,-1.33012,1.0817999999999999
Bundesliga,2018,h,1.99752,1.05039,1.99752,1.05039,10,3,1,1,2.1032,d,2019-04-07 17:00:00,0,1,0,1,0.94713,13.947368421052632,265,19,14.454545454545455,318,22,Borussia M.Gladbach,0.99752,0.050389999999999935,1.1032000000000002
Bundesliga,2018,a,1.76261,1.36963,1.76261,1.36963,10,3,1,0,1.6441999999999999,w,2019-04-13 14:30:00,1,0,0,3,0.3929800000000001,10.11111111111111,273,27,12.192307692307692,317,26,Borussia M.Gladbach,0.76261,1.36963,-1.3558000000000001
Bundesliga,2018,h,2.19831,2.13066,2.19831,1.37288,7,4,1,2,1.4296,l,2019-04-20 17:30:00,0,0,1,0,0.8254300000000001,5.903225806451613,183,31,14.92,373,25,Borussia M.Gladbach,1.1983100000000002,0.13066000000000022,1.4296
Bundesliga,2018,a,1.30221,1.59767,1.30221,1.59767,7,4,0,1,1.1216,l,2019-04-27 17:30:00,0,0,1,0,-0.29545999999999983,5.75,115,20,12.23076923076923,318,26,Borussia M.Gladbach,1.30221,0.5976699999999999,1.1216
Bundesliga,2018,h,1.23948,3.2364,1.23948,3.2364,9,11,2,2,0.3572,d,2019-05-04 14:30:00,0,1,0,1,-1.9969200000000003,20.785714285714285,291,14,5.636363636363637,186,33,Borussia M.Gladbach,-0.7605200000000001,1.2364000000000002,-0.6428
Bundesliga,2018,a,1.75711,0.797591,1.75711,0.797591,10,11,4,0,2.162,w,2019-05-11 14:30:00,1,0,0,3,0.9595189999999999,12.91304347826087,297,23,28.272727272727273,311,11,Borussia M.Gladbach,-2.24289,0.797591,-0.8380000000000001
Bundesliga,2018,h,0.629959,2.35948,0.629959,2.35948,5,22,0,2,0.2286,l,2019-05-18 13:30:00,0,0,1,0,-1.729521,36.25,580,16,15.6875,251,16,Borussia M.Gladbach,0.629959,0.35948,0.2286
Bundesliga,2018,h,1.31029,1.86154,1.31029,1.10376,6,3,2,1,0.881,w,2018-08-25 16:30:00,1,0,0,3,0.20652999999999988,5.75,161,28,9.961538461538462,259,26,Wolfsburg,-0.68971,0.86154,-2.1189999999999998
Bundesliga,2018,a,2.13508,0.877655,2.13508,0.877655,2,4,3,1,2.3125,w,2018-09-01 13:30:00,1,0,0,3,1.257425,7.32258064516129,227,31,15.0,255,17,Wolfsburg,-0.8649200000000001,-0.12234500000000004,-0.6875
Bundesliga,2018,h,2.23932,0.590795,1.48204,0.590795,7,0,2,2,2.6024,d,2018-09-15 13:30:00,0,1,0,1,0.8912450000000001,6.818181818181818,150,22,14.421052631578947,274,19,Wolfsburg,0.2393200000000002,-1.409205,1.6023999999999998
Bundesliga,2018,h,0.826665,2.26733,0.826665,1.41523,7,3,1,3,0.38170000000000004,l,2018-09-22 13:30:00,0,0,1,0,-0.588565,3.2142857142857144,90,28,19.333333333333332,406,21,Wolfsburg,-0.17333500000000002,-0.7326700000000002,0.38170000000000004
Bundesliga,2018,a,1.19657,0.362483,1.19657,0.362483,7,3,0,0,2.152,d,2018-09-26 18:30:00,0,1,0,1,0.8340869999999999,9.454545454545455,208,22,10.15,203,20,Wolfsburg,1.19657,0.362483,1.1520000000000001
Bundesliga,2018,h,0.802752,0.849348,0.802752,0.849348,9,2,2,2,1.26,d,2018-09-29 13:30:00,0,1,0,1,-0.04659599999999997,16.785714285714285,235,14,19.0,285,15,Wolfsburg,-1.197248,-1.150652,0.26
Bundesliga,2018,a,0.351604,1.10209,0.351604,1.10209,4,4,0,2,0.6423,l,2018-10-05 18:30:00,0,0,1,0,-0.750486,12.222222222222221,220,18,13.31578947368421,253,19,Wolfsburg,0.351604,-0.89791,0.6423
Bundesliga,2018,h,0.815476,2.75811,0.815476,2.75811,2,7,1,3,0.2118,l,2018-10-20 13:30:00,0,0,1,0,-1.942634,15.8,316,20,13.529411764705882,230,17,Wolfsburg,-0.18452400000000002,-0.24189000000000016,0.2118
Bundesliga,2018,a,1.74956,0.245269,0.991785,0.245269,6,3,3,0,2.6158,w,2018-10-27 13:30:00,1,0,0,3,0.7465160000000001,6.916666666666667,166,24,15.210526315789474,289,19,Wolfsburg,-1.25044,0.245269,-0.3841999999999999
Bundesliga,2018,h,0.44332,1.19435,0.44332,1.19435,4,5,0,1,0.6205,l,2018-11-03 14:30:00,0,0,1,0,-0.7510300000000001,12.761904761904763,268,21,9.458333333333334,227,24,Wolfsburg,0.44332,0.19435000000000002,0.6205
Bundesliga,2018,a,2.99196,2.08751,2.23419,1.32974,11,8,1,2,1.9852,l,2018-11-09 19:30:00,0,0,1,0,0.90445,4.181818181818182,92,22,12.695652173913043,292,23,Wolfsburg,1.9919600000000002,0.08750999999999998,1.9852
Bundesliga,2018,h,1.54495,0.647326,1.54495,0.647326,4,8,1,0,2.23,w,2018-11-24 14:30:00,1,0,0,3,0.8976240000000001,12.8125,205,16,6.444444444444445,232,36,Wolfsburg,0.54495,0.647326,-0.77
Bundesliga,2018,a,1.72581,1.53625,1.72581,1.53625,2,10,2,1,1.4968000000000001,w,2018-12-02 17:00:00,1,0,0,3,0.18956000000000017,7.8,156,20,6.428571428571429,135,21,Wolfsburg,-0.27418999999999993,0.5362499999999999,-1.5031999999999999
Bundesliga,2018,h,0.515385,2.10256,0.515385,2.10256,2,6,2,2,0.2318,d,2018-12-08 14:30:00,0,1,0,1,-1.587175,15.411764705882353,262,17,14.523809523809524,305,21,Wolfsburg,-1.484615,0.10255999999999998,-0.7682
Bundesliga,2018,a,0.70077,0.601572,0.70077,0.601572,2,7,2,0,1.4050000000000002,w,2018-12-14 19:30:00,1,0,0,3,0.09919800000000001,5.935483870967742,184,31,25.90909090909091,285,11,Wolfsburg,-1.29923,0.601572,-1.5949999999999998
Bundesliga,2018,h,1.584,0.333514,1.584,0.333514,9,4,2,0,2.3651,w,2018-12-18 19:30:00,1,0,0,3,1.250486,5.958333333333333,143,24,10.307692307692308,268,26,Wolfsburg,-0.4159999999999999,0.333514,-0.6349
Bundesliga,2018,a,2.66718,0.382344,2.66718,0.382344,8,7,3,2,2.8303000000000003,w,2018-12-23 14:30:00,1,0,0,3,2.2848360000000003,6.5,208,32,9.96774193548387,309,31,Wolfsburg,-0.3328199999999999,-1.617656,-0.16969999999999974
Bundesliga,2018,a,1.72547,3.02896,1.72547,2.27119,2,4,1,2,0.5603,l,2019-01-20 17:00:00,0,0,1,0,-0.5457199999999998,10.761904761904763,226,21,9.53125,305,32,Wolfsburg,0.7254700000000001,1.02896,0.5603
Bundesliga,2018,h,1.19108,3.00387,1.19108,2.24609,3,14,0,3,0.3795,l,2019-01-26 14:30:00,0,0,1,0,-1.0550100000000002,11.863636363636363,261,22,11.5,230,20,Wolfsburg,1.19108,0.00387000000000004,0.3795
Bundesliga,2018,a,1.18244,1.70071,1.18244,1.70071,5,4,1,0,0.9462,w,2019-02-02 14:30:00,1,0,0,3,-0.51827,12.75,255,20,8.214285714285714,230,28,Wolfsburg,0.18243999999999994,1.70071,-2.0538
Bundesliga,2018,a,1.91629,0.818616,1.15851,0.818616,8,8,3,3,2.2674999999999996,d,2019-02-09 14:30:00,0,1,0,1,0.3398939999999999,12.15,243,20,10.545454545454545,232,22,Wolfsburg,-1.08371,-2.181384,1.2674999999999996
Bundesliga,2018,h,2.13855,0.719281,1.38077,0.719281,9,5,3,0,2.4595,w,2019-02-16 14:30:00,1,0,0,3,0.6614890000000001,15.461538461538462,201,13,20.076923076923077,261,13,Wolfsburg,-0.86145,0.719281,-0.5405000000000002
Bundesliga,2018,a,0.794633,1.18063,0.794633,1.18063,3,9,3,0,0.9927999999999999,w,2019-02-23 14:30:00,1,0,0,3,-0.38599700000000003,32.888888888888886,296,9,10.92,273,25,Wolfsburg,-2.205367,1.18063,-2.0072
Bundesliga,2018,h,1.16809,1.83543,1.16809,1.83543,4,5,1,1,0.8582,d,2019-03-03 17:00:00,0,1,0,1,-0.6673399999999998,7.363636363636363,162,22,14.19047619047619,298,21,Wolfsburg,0.16809000000000007,0.8354299999999999,-0.14180000000000004
Bundesliga,2018,a,0.159247,3.77617,0.159247,3.77617,0,11,0,6,0.0163,l,2019-03-09 14:30:00,0,0,1,0,-3.616923,33.54545454545455,369,11,10.826086956521738,249,23,Wolfsburg,0.159247,-2.22383,0.0163
Bundesliga,2018,h,3.87623,1.93907,3.87623,1.93907,4,2,5,2,2.5181,w,2019-03-16 14:30:00,1,0,0,3,1.93716,6.588235294117647,224,34,14.75,354,24,Wolfsburg,-1.12377,-0.06092999999999993,-0.4819
Bundesliga,2018,a,0.171788,1.45093,0.171788,1.45093,2,3,0,2,0.2832,l,2019-03-30 14:30:00,0,0,1,0,-1.279142,10.869565217391305,250,23,13.4,268,20,Wolfsburg,0.171788,-0.54907,0.2832
Bundesliga,2018,h,1.43754,1.54016,1.43754,1.54016,9,5,3,1,1.2432,w,2019-04-06 14:30:00,1,0,0,3,-0.10261999999999993,7.304347826086956,168,23,14.9,298,20,Wolfsburg,-1.56246,0.54016,-1.7568
Bundesliga,2018,a,0.38877,2.11199,0.38877,2.11199,5,7,0,2,0.2736,l,2019-04-13 14:30:00,0,0,1,0,-1.72322,10.61111111111111,191,18,6.4411764705882355,219,34,Wolfsburg,0.38877,0.11199000000000003,0.2736
Bundesliga,2018,h,2.01024,1.62116,2.01024,1.62116,6,2,1,1,1.6552000000000002,d,2019-04-22 19:30:00,0,1,0,1,0.3890800000000001,8.2,123,15,13.15,263,20,Wolfsburg,1.01024,0.6211599999999999,0.6552000000000002
Bundesliga,2018,a,2.05348,3.38957,2.05348,2.63187,9,7,4,1,0.5880000000000001,w,2019-04-28 14:30:00,1,0,0,3,-0.5783900000000002,9.115384615384615,237,26,11.68,292,25,Wolfsburg,-1.94652,2.38957,-2.412
Bundesliga,2018,h,1.18184,0.566199,1.18184,0.566199,8,2,2,0,1.9449999999999998,w,2019-05-04 14:30:00,1,0,0,3,0.615641,7.290322580645161,226,31,19.0,247,13,Wolfsburg,-0.81816,0.566199,-1.0550000000000002
Bundesliga,2018,a,0.340041,0.680306,0.340041,0.680306,3,2,0,3,0.9115,l,2019-05-11 14:30:00,0,0,1,0,-0.340265,5.956521739130435,137,23,12.565217391304348,289,23,Wolfsburg,0.340041,-2.319694,0.9115
Bundesliga,2018,h,4.15452,0.672581,4.15452,0.672581,9,8,8,1,2.9130000000000003,w,2019-05-18 13:30:00,1,0,0,3,3.4819389999999997,7.954545454545454,175,22,15.823529411764707,269,17,Wolfsburg,-3.8454800000000002,-0.327419,-0.08699999999999974
Bundesliga,2018,a,0.81415,1.46674,0.81415,1.46674,2,13,2,0,0.8449,w,2018-08-25 16:30:00,1,0,0,3,-0.6525899999999999,15.866666666666667,238,15,9.421052631578947,179,19,Eintracht Frankfurt,-1.1858499999999998,1.46674,-2.1551
Bundesliga,2018,h,1.25306,1.34271,0.495288,1.34271,1,9,1,2,1.2917,l,2018-09-01 13:30:00,0,0,1,0,-0.8474220000000001,36.0,252,7,8.173913043478262,188,23,Eintracht Frankfurt,0.25306000000000006,-0.6572899999999999,1.2917
Bundesliga,2018,a,0.199314,1.95503,0.199314,1.95503,1,1,1,3,0.08180000000000001,l,2018-09-14 18:30:00,0,0,1,0,-1.755716,15.962962962962964,431,27,9.214285714285714,258,28,Eintracht Frankfurt,-0.800686,-1.04497,0.08180000000000001
Bundesliga,2018,h,1.80358,1.8818,1.80358,1.12402,4,5,1,1,1.2924000000000002,d,2018-09-23 16:00:00,0,1,0,1,0.6795599999999999,7.655172413793103,222,29,10.411764705882353,177,17,Eintracht Frankfurt,0.80358,0.8817999999999999,0.2924000000000002
Bundesliga,2018,a,1.11709,1.5541,1.11709,1.5541,3,7,1,3,1.0585,l,2018-09-26 18:30:00,0,0,1,0,-0.4370100000000001,14.88888888888889,268,18,14.923076923076923,194,13,Eintracht Frankfurt,0.11708999999999992,-1.4459,1.0585
Bundesliga,2018,h,2.76495,0.613099,2.76495,0.613099,8,2,4,1,2.7906,w,2018-09-30 13:30:00,1,0,0,3,2.1518509999999997,9.296296296296296,251,27,6.3,126,20,Eintracht Frankfurt,-1.2350500000000002,-0.38690100000000005,-0.20940000000000003
Bundesliga,2018,a,1.02517,2.24067,1.02517,2.24067,1,12,2,1,0.4986,w,2018-10-07 13:30:00,1,0,0,3,-1.2155000000000002,13.857142857142858,291,21,6.684210526315789,127,19,Eintracht Frankfurt,-0.9748300000000001,1.2406700000000002,-2.5014
Bundesliga,2018,h,3.51257,0.666096,2.75479,0.666096,8,3,7,1,2.8417999999999997,w,2018-10-19 18:30:00,1,0,0,3,2.088694,14.777777777777779,266,18,14.608695652173912,336,23,Eintracht Frankfurt,-3.48743,-0.333904,-0.15820000000000034
Bundesliga,2018,a,0.998569,0.949097,0.998569,0.949097,4,3,1,1,1.3924,d,2018-10-28 11:30:00,0,1,0,1,0.04947200000000007,11.947368421052632,227,19,17.933333333333334,269,15,Eintracht Frankfurt,-0.00143099999999996,-0.05090300000000003,0.3924000000000001
Bundesliga,2018,a,3.33128,1.02365,3.33128,1.02365,11,2,3,0,2.6935,w,2018-11-02 19:30:00,1,0,0,3,2.30763,11.923076923076923,310,26,16.333333333333332,245,15,Eintracht Frankfurt,0.33128,1.02365,-0.3065000000000002
Bundesliga,2018,h,2.51248,0.609591,2.51248,0.609591,3,1,3,0,2.7105,w,2018-11-11 17:00:00,1,0,0,3,1.902889,7.666666666666667,230,30,8.833333333333334,212,24,Eintracht Frankfurt,-0.48751999999999995,0.609591,-0.28949999999999987
Bundesliga,2018,a,3.21577,2.01274,3.21577,2.01274,10,14,3,1,2.1243,w,2018-11-24 14:30:00,1,0,0,3,1.20303,14.157894736842104,269,19,7.666666666666667,184,24,Eintracht Frankfurt,0.21577000000000002,1.01274,-0.8757000000000001
Bundesliga,2018,h,1.53625,1.72581,1.53625,1.72581,10,2,1,2,1.2367000000000001,l,2018-12-02 17:00:00,0,0,1,0,-0.18956000000000017,6.428571428571429,135,21,7.8,156,20,Eintracht Frankfurt,0.5362499999999999,-0.27418999999999993,1.2367000000000001
Bundesliga,2018,a,1.12526,0.243455,1.12526,0.243455,6,5,0,1,2.1414,l,2018-12-08 17:30:00,0,0,1,0,0.881805,6.869565217391305,158,23,8.75,245,28,Eintracht Frankfurt,1.12526,-0.756545,2.1414
Bundesliga,2018,h,3.59588,0.744745,3.59588,0.744745,10,4,2,1,2.8495000000000004,w,2018-12-16 17:00:00,1,0,0,3,2.851135,6.052631578947368,230,38,9.409090909090908,207,22,Eintracht Frankfurt,1.5958800000000002,-0.255255,-0.15049999999999963
Bundesliga,2018,a,1.09488,1.61471,1.09488,1.61471,3,5,2,2,0.9747,d,2018-12-19 19:30:00,0,1,0,1,-0.51983,6.884615384615385,179,26,7.206896551724138,209,29,Eintracht Frankfurt,-0.9051199999999999,-0.3852899999999999,-0.02529999999999999
Bundesliga,2018,h,1.31242,2.04036,1.31242,2.04036,3,12,0,3,0.7919,l,2018-12-22 17:30:00,0,0,1,0,-0.7279400000000003,17.285714285714285,363,21,14.0,224,16,Eintracht Frankfurt,1.31242,-0.9596399999999998,0.7919
Bundesliga,2018,h,2.9107,1.54911,2.9107,1.54911,5,5,3,1,2.3025,w,2019-01-19 14:30:00,1,0,0,3,1.3615899999999999,8.64516129032258,268,31,15.125,242,16,Eintracht Frankfurt,-0.08930000000000016,0.54911,-0.6974999999999998
Bundesliga,2018,a,1.64974,2.6,0.891959,2.6,2,10,2,2,0.7107,d,2019-01-26 17:30:00,0,1,0,1,-1.7080410000000001,7.36,184,25,15.25,244,16,Eintracht Frankfurt,-0.35026,0.6000000000000001,-0.2893
Bundesliga,2018,h,1.44338,1.8842,1.44338,1.8842,3,11,1,1,1.042,d,2019-02-02 14:30:00,0,1,0,1,-0.44082,8.842105263157896,336,38,18.0,198,11,Eintracht Frankfurt,0.4433800000000001,0.8842000000000001,0.04200000000000004
Bundesliga,2018,a,0.501519,1.59427,0.501519,1.59427,6,6,0,0,0.5162,d,2019-02-09 14:30:00,0,1,0,1,-1.092751,8.0,184,23,11.0,198,18,Eintracht Frankfurt,0.501519,1.59427,-0.4838
Bundesliga,2018,h,1.16069,1.17016,1.16069,1.17016,3,9,1,1,1.3501999999999998,d,2019-02-17 14:30:00,0,1,0,1,-0.00947000000000009,13.458333333333334,323,24,10.210526315789474,194,19,Eintracht Frankfurt,0.16069,0.1701600000000001,0.35019999999999984
Bundesliga,2018,a,2.33768,0.392236,2.33768,0.392236,5,6,3,0,2.6775,w,2019-02-24 14:30:00,1,0,0,3,1.9454440000000002,11.157894736842104,212,19,9.565217391304348,220,23,Eintracht Frankfurt,-0.6623199999999998,0.392236,-0.3224999999999998
Bundesliga,2018,h,2.30575,1.76367,2.30575,1.76367,12,5,3,2,1.7721999999999998,w,2019-03-02 14:30:00,1,0,0,3,0.5420800000000001,6.5675675675675675,243,37,9.571428571428571,201,21,Eintracht Frankfurt,-0.6942499999999998,-0.23632999999999993,-1.2278000000000002
Bundesliga,2018,a,2.76254,0.837274,2.76254,0.837274,2,3,3,0,2.7155,w,2019-03-11 19:30:00,1,0,0,3,1.9252660000000001,8.931034482758621,259,29,16.5625,265,16,Eintracht Frankfurt,-0.23746,0.837274,-0.2845
Bundesliga,2018,h,2.58949,0.702802,2.58949,0.702802,17,2,1,0,2.6119,w,2019-03-17 14:30:00,1,0,0,3,1.886688,6.7272727272727275,148,22,14.5,290,20,Eintracht Frankfurt,1.58949,0.702802,-0.3881000000000001
Bundesliga,2018,h,2.00509,0.569489,2.00509,0.569489,6,4,3,0,2.456,w,2019-03-31 16:00:00,1,0,0,3,1.4356010000000001,7.384615384615385,192,26,12.833333333333334,231,18,Eintracht Frankfurt,-0.99491,0.569489,-0.544
Bundesliga,2018,a,2.24621,1.19525,1.48843,1.19525,2,3,2,1,2.2461,w,2019-04-06 14:30:00,1,0,0,3,0.29318,5.304347826086956,122,23,9.642857142857142,270,28,Eintracht Frankfurt,0.24621000000000004,0.19524999999999992,-0.7538999999999998
Bundesliga,2018,h,2.09741,2.22016,2.09741,2.22016,8,8,1,3,1.3072,l,2019-04-14 17:00:00,0,0,1,0,-0.12274999999999991,10.083333333333334,242,24,9.166666666666666,165,18,Eintracht Frankfurt,1.09741,-0.7798400000000001,1.3072
Bundesliga,2018,a,1.62116,2.01024,1.62116,2.01024,2,6,1,1,1.0891,d,2019-04-22 19:30:00,0,1,0,1,-0.3890800000000001,13.15,263,20,8.2,123,15,Eintracht Frankfurt,0.6211599999999999,1.01024,0.08909999999999996
Bundesliga,2018,h,2.16123,1.17855,2.16123,1.17855,6,3,0,0,2.1168000000000005,d,2019-04-27 14:30:00,0,1,0,1,0.9826800000000002,8.035714285714286,225,28,4.878787878787879,161,33,Eintracht Frankfurt,2.16123,1.17855,1.1168000000000005
Bundesliga,2018,a,0.17067,2.78767,0.17067,2.78767,1,16,1,6,0.0543,l,2019-05-05 17:00:00,0,0,1,0,-2.617,24.64516129032258,764,31,5.444444444444445,98,18,Eintracht Frankfurt,-0.82933,-3.21233,0.0543
Bundesliga,2018,h,1.71254,1.2497,1.71254,1.2497,9,7,0,2,1.773,l,2019-05-12 17:00:00,0,0,1,0,0.4628399999999999,5.6521739130434785,130,23,7.5,210,28,Eintracht Frankfurt,1.71254,-0.7503,1.773
Bundesliga,2018,a,0.954021,4.62869,0.954021,4.62869,1,13,1,5,0.0193,l,2019-05-18 13:30:00,0,0,1,0,-3.6746689999999997,15.705882352941176,267,17,8.0,144,18,Eintracht Frankfurt,-0.04597899999999999,-0.37131000000000025,0.0193
Bundesliga,2018,a,1.07847,1.28621,1.07847,1.28621,4,4,0,1,1.1571,l,2018-08-26 16:30:00,0,0,1,0,-0.20774000000000004,14.352941176470589,244,17,8.178571428571429,229,28,VfB Stuttgart,1.07847,0.2862100000000001,1.1571
