league,year,h_a,xG,xGA,npxG,npxGA,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,ppda_coef,ppda_att,ppda_def,oppda_coef,oppda_att,oppda_def,team,xG_diff,xGA_diff,xpts_diff
Bundesliga,2019,h,1.24058,1.37909,1.24058,1.37909,0,5,1,2,1.1301999999999999,l,2020-05-16 13:30:00,0,0,1,0,-0.1385099999999999,14.0,294,21,7.178571428571429,201,28,Augsburg,0.24058000000000002,-0.6209100000000001,1.1301999999999999
Bundesliga,2019,a,1.5047,0.707591,1.5047,0.707591,0,4,3,0,2.0698,w,2020-05-24 11:30:00,1,0,0,3,0.797109,18.61904761904762,391,21,3.3823529411764706,115,34,Augsburg,-1.4953,0.707591,-0.9302000000000001
Bundesliga,2019,h,0.501125,1.18949,0.501125,1.18949,4,0,0,0,0.6926,d,2020-05-27 18:30:00,0,1,0,1,-0.6883649999999999,12.5,250,20,23.25,279,12,Augsburg,0.501125,1.18949,-0.3074
Bundesliga,2019,a,1.13484,3.05122,1.13484,3.05122,3,2,0,2,0.3215,l,2020-05-30 13:30:00,0,0,1,0,-1.9163799999999998,32.0,256,8,8.481481481481481,229,27,Augsburg,1.13484,1.0512199999999998,0.3215
Bundesliga,2019,h,2.20052,0.791182,1.44274,0.791182,2,2,1,1,2.4462,d,2020-06-07 16:00:00,0,1,0,1,0.6515579999999999,7.636363636363637,168,22,6.827586206896552,198,29,Augsburg,1.20052,-0.20881799999999995,1.4462000000000002
Bundesliga,2019,a,0.888099,1.43243,0.888099,1.43243,4,10,1,0,0.913,w,2020-06-14 13:30:00,1,0,0,3,-0.5443310000000001,12.304347826086957,283,23,5.631578947368421,107,19,Augsburg,-0.11190100000000003,1.43243,-2.0869999999999997
Bundesliga,2019,h,0.486229,3.15146,0.486229,3.15146,1,11,1,3,0.1005,l,2020-06-17 18:30:00,0,0,1,0,-2.6652310000000003,23.923076923076923,311,13,6.852941176470588,233,34,Augsburg,-0.513771,0.15146000000000015,0.1005
Bundesliga,2019,a,0.987427,0.353005,0.987427,0.353005,5,2,1,1,1.9226,d,2020-06-20 13:30:00,0,1,0,1,0.634422,17.41176470588235,296,17,9.08,227,25,Augsburg,-0.012572999999999945,-0.646995,0.9226000000000001
Bundesliga,2019,h,0.161187,1.88507,0.161187,1.88507,3,6,1,2,0.1649,l,2020-06-27 13:30:00,0,0,1,0,-1.723883,11.633333333333333,349,30,7.954545454545454,175,22,Augsburg,-0.838813,-0.11492999999999998,0.1649
Bundesliga,2019,a,1.18459,2.47707,1.18459,1.71929,2,17,2,2,0.4466,d,2019-08-16 19:30:00,0,1,0,1,-0.5347,16.217391304347824,373,23,10.5,168,16,Hertha Berlin,-0.81541,0.4770699999999999,-0.5534
Bundesliga,2019,h,0.936557,1.33245,0.936557,0.574671,10,5,0,3,0.9877,l,2019-08-25 17:00:00,0,0,1,0,0.36188599999999993,7.961538461538462,207,26,11.307692307692308,294,26,Hertha Berlin,0.936557,-1.66755,0.9877
Bundesliga,2019,a,0.771094,1.16546,0.771094,1.16546,6,7,0,3,0.9470000000000001,l,2019-08-31 14:30:00,0,0,1,0,-0.394366,21.375,342,16,11.772727272727273,259,22,Hertha Berlin,0.771094,-1.83454,0.9470000000000001
Bundesliga,2019,a,2.07839,1.1162,2.07839,1.1162,8,4,1,2,2.0599,l,2019-09-14 13:30:00,0,0,1,0,0.9621900000000001,14.833333333333334,267,18,10.521739130434783,242,23,Hertha Berlin,1.0783900000000002,-0.8837999999999999,2.0599
Bundesliga,2019,h,0.983173,1.89015,0.983173,1.89015,4,8,2,1,0.6753,w,2019-09-21 13:30:00,1,0,0,3,-0.906977,8.18918918918919,303,37,5.862068965517241,170,29,Hertha Berlin,-1.0168270000000001,0.89015,-2.3247
Bundesliga,2019,a,2.20336,0.533432,2.20336,0.533432,4,8,4,0,2.6037999999999997,w,2019-09-29 16:00:00,1,0,0,3,1.669928,18.875,302,16,10.0,210,21,Hertha Berlin,-1.79664,0.533432,-0.39620000000000033
Bundesliga,2019,h,2.0219,1.1795,2.0219,0.421722,6,2,3,1,2.0196,w,2019-10-04 19:30:00,1,0,0,3,1.600178,11.181818181818182,246,22,12.608695652173912,290,23,Hertha Berlin,-0.9781,0.1795,-0.9803999999999999
Bundesliga,2019,a,0.353813,0.967641,0.353813,0.967641,2,10,1,1,0.7443,d,2019-10-19 14:30:00,0,1,0,1,-0.613828,24.23076923076923,315,13,15.105263157894736,287,19,Hertha Berlin,-0.6461870000000001,-0.03235900000000003,-0.25570000000000004
Bundesliga,2019,h,2.37055,2.93074,2.37055,2.93074,7,4,2,3,1.0106,l,2019-10-26 14:30:00,0,0,1,0,-0.56019,9.764705882352942,332,34,11.352941176470589,193,17,Hertha Berlin,0.37055000000000016,-0.06925999999999988,1.0106
Bundesliga,2019,a,0.415645,1.31187,0.415645,0.554093,4,3,0,1,0.47829999999999995,l,2019-11-02 17:30:00,0,0,1,0,-0.13844799999999996,27.22222222222222,245,9,8.5,221,26,Hertha Berlin,0.415645,0.3118700000000001,0.47829999999999995
Bundesliga,2019,h,0.46433,1.93927,0.46433,1.18157,2,9,2,4,0.23709999999999998,l,2019-11-09 14:30:00,0,0,1,0,-0.71724,16.130434782608695,371,23,7.068965517241379,205,29,Hertha Berlin,-1.53567,-2.06073,0.23709999999999998
Bundesliga,2019,a,0.801011,1.76885,0.801011,1.76885,2,2,0,4,0.6022000000000001,l,2019-11-24 14:30:00,0,0,1,0,-0.967839,14.166666666666666,255,18,11.130434782608695,256,23,Hertha Berlin,0.801011,-2.23115,0.6022000000000001
Bundesliga,2019,h,0.751161,1.48269,0.751161,1.48269,7,9,1,2,0.7265999999999999,l,2019-11-30 14:30:00,0,0,1,0,-0.7315290000000001,8.969696969696969,296,33,15.95,319,20,Hertha Berlin,-0.24883900000000003,-0.5173099999999999,0.7265999999999999
Bundesliga,2019,a,1.43518,2.6934,1.43518,2.6934,1,9,2,2,0.5706,d,2019-12-06 19:30:00,0,1,0,1,-1.2582200000000001,12.941176470588236,220,17,6.0,138,23,Hertha Berlin,-0.5648200000000001,0.6934,-0.4294
Bundesliga,2019,h,0.930886,0.816692,0.930886,0.816692,3,9,1,0,1.4169999999999998,w,2019-12-14 14:30:00,1,0,0,3,0.11419400000000002,22.928571428571427,321,14,18.636363636363637,205,11,Hertha Berlin,-0.06911400000000001,0.816692,-1.5830000000000002
Bundesliga,2019,a,1.51156,1.32267,1.51156,1.32267,1,6,1,0,1.5275,w,2019-12-18 17:30:00,1,0,0,3,0.18889,16.92,423,25,5.75,138,24,Hertha Berlin,0.51156,1.32267,-1.4725
Bundesliga,2019,h,0.804328,0.633262,0.804328,0.633262,2,8,0,0,1.5739,d,2019-12-21 17:30:00,0,1,0,1,0.17106600000000005,19.0625,305,16,10.0,200,20,Hertha Berlin,0.804328,0.633262,0.5739000000000001
Bundesliga,2019,h,0.82925,2.96455,0.82925,2.20678,3,12,0,4,0.1945,l,2020-01-19 14:30:00,0,0,1,0,-1.3775300000000001,25.529411764705884,434,17,4.543478260869565,209,46,Hertha Berlin,0.82925,-1.03545,0.1945
Bundesliga,2019,a,1.71603,1.14053,1.71603,1.14053,4,13,2,1,1.8523999999999998,w,2020-01-25 14:30:00,1,0,0,3,0.5754999999999999,22.846153846153847,297,13,7.884615384615385,205,26,Hertha Berlin,-0.28397000000000006,0.14053000000000004,-1.1476000000000002
Bundesliga,2019,h,0.417351,1.11364,0.417351,1.11364,2,6,0,0,0.6704,d,2020-01-31 19:30:00,0,1,0,1,-0.6962889999999999,17.210526315789473,327,19,7.115384615384615,185,26,Hertha Berlin,0.417351,1.11364,-0.3296
Bundesliga,2019,h,0.811018,2.85074,0.811018,2.09297,7,7,1,3,0.2011,l,2020-02-08 14:30:00,0,0,1,0,-1.2819520000000002,5.481481481481482,148,27,16.807692307692307,437,26,Hertha Berlin,-0.18898199999999998,-0.14925999999999995,0.2011
Bundesliga,2019,a,2.10688,0.920452,2.10688,0.920452,3,9,2,1,2.2633,w,2020-02-15 14:30:00,1,0,0,3,1.1864279999999998,7.653846153846154,199,26,9.619047619047619,202,21,Hertha Berlin,0.10687999999999986,-0.07954799999999995,-0.7366999999999999
Bundesliga,2019,h,0.449209,2.89736,0.449209,2.89736,7,5,0,5,0.1305,l,2020-02-22 14:30:00,0,0,1,0,-2.4481509999999997,4.634146341463414,190,41,21.466666666666665,322,15,Hertha Berlin,0.449209,-2.10264,0.1305
Bundesliga,2019,a,3.03938,1.45773,2.28161,1.45773,10,7,3,3,2.4394,d,2020-02-28 19:30:00,0,1,0,1,0.8238800000000002,12.583333333333334,302,24,12.681818181818182,279,22,Hertha Berlin,0.03937999999999997,-1.54227,1.4394
Bundesliga,2019,h,0.896654,1.51105,0.896654,1.51105,4,2,2,2,0.8184,d,2020-03-07 14:30:00,0,1,0,1,-0.614396,7.206896551724138,209,29,15.25,183,12,Hertha Berlin,-1.1033460000000002,-0.48895,-0.18159999999999998
Bundesliga,2019,a,1.55073,2.79087,1.55073,2.79087,6,5,3,0,0.6355,w,2020-05-16 13:30:00,1,0,0,3,-1.24014,10.5,252,24,15.9375,255,16,Hertha Berlin,-1.44927,2.79087,-2.3645
Bundesliga,2019,h,2.51634,0.273771,2.51634,0.273771,5,4,4,0,2.7836999999999996,w,2020-05-22 18:30:00,1,0,0,3,2.242569,9.863636363636363,217,22,19.0625,305,16,Hertha Berlin,-1.48366,0.273771,-0.21630000000000038
Bundesliga,2019,a,1.57339,0.612996,0.815618,0.612996,5,3,2,2,2.2244,d,2020-05-27 16:30:00,0,1,0,1,0.20262199999999997,9.5,285,30,10.894736842105264,207,19,Hertha Berlin,-0.42660999999999993,-1.3870040000000001,1.2244000000000002
Bundesliga,2019,h,3.05122,1.13484,3.05122,1.13484,2,3,2,0,2.5490000000000004,w,2020-05-30 13:30:00,1,0,0,3,1.9163799999999998,8.481481481481481,229,27,32.0,256,8,Hertha Berlin,1.0512199999999998,1.13484,-0.4509999999999996
Bundesliga,2019,a,0.108241,1.84639,0.108241,1.84639,6,8,0,1,0.1312,l,2020-06-06 16:30:00,0,0,1,0,-1.738149,17.423076923076923,453,26,13.047619047619047,274,21,Hertha Berlin,0.108241,0.84639,0.1312
Bundesliga,2019,h,0.602622,2.94287,0.602622,2.94287,2,9,1,4,0.1232,l,2020-06-13 13:30:00,0,0,1,0,-2.340248,16.210526315789473,308,19,9.52,238,25,Hertha Berlin,-0.397378,-1.05713,0.1232
Bundesliga,2019,a,1.43031,1.80838,0.672611,1.80838,5,12,1,2,1.1094,l,2020-06-16 18:30:00,0,0,1,0,-1.1357690000000003,16.5,231,14,21.416666666666668,257,12,Hertha Berlin,0.43030999999999997,-0.1916199999999999,1.1094
Bundesliga,2019,h,2.3555,0.679286,2.3555,0.679286,5,7,2,0,2.6004,w,2020-06-20 13:30:00,1,0,0,3,1.6762140000000003,16.227272727272727,357,22,5.421052631578948,103,19,Hertha Berlin,0.35550000000000015,0.679286,-0.39959999999999996
Bundesliga,2019,a,0.827053,3.07113,0.827053,3.07113,4,9,1,2,0.1996,l,2020-06-27 13:30:00,0,0,1,0,-2.244077,18.571428571428573,390,21,13.142857142857142,276,21,Hertha Berlin,-0.17294699999999996,1.0711300000000001,0.1996
Bundesliga,2019,h,2.0112,1.01536,2.0112,1.01536,14,7,1,3,2.0987,l,2019-08-17 14:30:00,0,0,1,0,0.9958400000000001,11.866666666666667,178,15,21.0,378,18,Werder Bremen,1.0112,-1.98464,2.0987
Bundesliga,2019,a,0.841426,1.05096,0.841426,1.05096,3,4,2,3,1.1331,l,2019-08-24 14:30:00,0,0,1,0,-0.2095339999999999,16.526315789473685,314,19,10.5,252,24,Werder Bremen,-1.158574,-1.94904,1.1331
Bundesliga,2019,h,2.46951,1.48072,2.46951,1.48072,5,5,3,2,2.1235,w,2019-09-01 14:30:00,1,0,0,3,0.9887900000000001,8.8125,141,16,18.875,302,16,Werder Bremen,-0.5304899999999999,-0.51928,-0.8765000000000001
Bundesliga,2019,a,2.14722,1.98106,0.631742,1.22329,6,5,2,1,1.4806,w,2019-09-14 13:30:00,1,0,0,3,-0.591548,9.117647058823529,155,17,8.76923076923077,228,26,Werder Bremen,0.1472199999999999,0.98106,-1.5194
Bundesliga,2019,h,0.583174,1.72557,0.583174,1.72557,9,8,0,3,0.4952,l,2019-09-21 16:30:00,0,0,1,0,-1.1423960000000002,13.952380952380953,293,21,9.785714285714286,274,28,Werder Bremen,0.583174,-1.27443,0.4952
Bundesliga,2019,a,0.98217,1.76252,0.98217,1.76252,3,8,2,2,0.7706999999999999,d,2019-09-28 16:30:00,0,1,0,1,-0.7803500000000001,22.41176470588235,381,17,11.666666666666666,245,21,Werder Bremen,-1.01783,-0.2374799999999999,-0.22930000000000006
Bundesliga,2019,a,1.75811,2.95637,1.00042,2.95637,2,8,2,2,0.5332,d,2019-10-06 17:00:00,0,1,0,1,-1.95595,14.6875,235,16,6.782608695652174,156,23,Werder Bremen,-0.24188999999999994,0.9563700000000002,-0.4668
Bundesliga,2019,h,0.967641,0.353813,0.967641,0.353813,10,2,1,1,1.8957000000000002,d,2019-10-19 14:30:00,0,1,0,1,0.613828,15.105263157894736,287,19,24.23076923076923,315,13,Werder Bremen,-0.03235900000000003,-0.6461870000000001,0.8957000000000002
Bundesliga,2019,a,0.502517,2.95018,0.502517,2.95018,6,8,2,2,0.123,d,2019-10-26 17:30:00,0,1,0,1,-2.447663,17.41176470588235,296,17,5.0,175,35,Werder Bremen,-1.497483,0.95018,-0.877
Bundesliga,2019,h,2.02587,0.873641,2.02587,0.873641,9,5,2,2,2.2284,d,2019-11-02 14:30:00,0,1,0,1,1.1522289999999997,15.2,304,20,11.25,225,20,Werder Bremen,0.025869999999999838,-1.1263589999999999,1.2284000000000002
Bundesliga,2019,a,1.59871,2.15941,0.840931,2.15941,3,6,1,3,0.9749000000000001,l,2019-11-10 12:30:00,0,0,1,0,-1.318479,10.222222222222221,276,27,6.96969696969697,230,33,Werder Bremen,0.5987100000000001,-0.8405900000000002,0.9749000000000001
Bundesliga,2019,h,1.7254,0.660152,1.7254,0.660152,7,4,1,2,2.2988,l,2019-11-23 14:30:00,0,0,1,0,1.065248,8.575757575757576,283,33,9.333333333333334,224,24,Werder Bremen,0.7254,-1.339848,2.2988
Bundesliga,2019,a,1.29088,2.7056,0.533104,2.7056,2,7,3,2,0.4405,w,2019-12-01 17:00:00,1,0,0,3,-2.1724959999999998,12.285714285714286,258,21,5.583333333333333,134,24,Werder Bremen,-1.70912,0.7056,-2.5595
Bundesliga,2019,h,0.8271,1.51679,0.8271,1.51679,10,4,0,1,0.7848999999999999,l,2019-12-08 17:00:00,0,0,1,0,-0.6896900000000001,9.11111111111111,246,27,8.931034482758621,259,29,Werder Bremen,0.8271,0.5167900000000001,0.7848999999999999
Bundesliga,2019,a,0.536081,5.83554,0.536081,5.83554,3,15,1,6,0.0037999999999999996,l,2019-12-14 14:30:00,0,0,1,0,-5.299459,33.083333333333336,397,12,4.838709677419355,150,31,Werder Bremen,-0.46391899999999997,-0.16446000000000005,0.0037999999999999996
Bundesliga,2019,h,0.48889,2.18253,0.48889,2.18253,6,8,0,5,0.30820000000000003,l,2019-12-17 17:30:00,0,0,1,0,-1.6936399999999998,6.461538461538462,168,26,18.235294117647058,310,17,Werder Bremen,0.48889,-2.81747,0.30820000000000003
Bundesliga,2019,a,0.229787,1.03002,0.229787,1.03002,3,6,0,1,0.49920000000000003,l,2019-12-21 14:30:00,0,0,1,0,-0.800233,7.970588235294118,271,34,6.925925925925926,187,27,Werder Bremen,0.229787,0.030019999999999936,0.49920000000000003
Bundesliga,2019,a,0.669177,1.0094,0.669177,1.0094,6,6,1,0,1.0343,w,2020-01-18 14:30:00,1,0,0,3,-0.34022300000000005,9.565217391304348,220,23,7.290322580645161,226,31,Werder Bremen,-0.330823,1.0094,-1.9657
Bundesliga,2019,h,0.908592,1.16702,0.908592,1.16702,7,5,0,3,1.1312,l,2020-01-26 14:30:00,0,0,1,0,-0.258428,8.516129032258064,264,31,12.047619047619047,253,21,Werder Bremen,0.908592,-1.83298,1.1312
Bundesliga,2019,a,0.630423,1.21583,0.630423,1.21583,2,4,1,2,0.8479,l,2020-02-01 14:30:00,0,0,1,0,-0.585407,11.421052631578947,217,19,11.842105263157896,225,19,Werder Bremen,-0.36957700000000004,-0.78417,0.8479
Bundesliga,2019,h,1.24914,2.25796,1.24914,2.25796,10,3,0,2,0.6482,l,2020-02-08 14:30:00,0,0,1,0,-1.0088200000000003,7.388888888888889,133,18,13.470588235294118,458,34,Werder Bremen,1.24914,0.2579600000000002,0.6482
Bundesliga,2019,a,0.206913,2.22403,0.206913,2.22403,1,5,0,3,0.0833,l,2020-02-15 14:30:00,0,0,1,0,-2.017117,13.185185185185185,356,27,13.32,333,25,Werder Bremen,0.206913,-0.77597,0.0833
Bundesliga,2019,h,0.217074,1.3554,0.217074,1.3554,2,7,0,2,0.37429999999999997,l,2020-02-22 14:30:00,0,0,1,0,-1.138326,21.869565217391305,503,23,15.866666666666667,238,15,Werder Bremen,0.217074,-0.6446000000000001,0.37429999999999997
Bundesliga,2019,a,1.51105,0.896654,1.51105,0.896654,2,4,2,2,1.9188,d,2020-03-07 14:30:00,0,1,0,1,0.614396,15.25,183,12,7.206896551724138,209,29,Werder Bremen,-0.48895,-1.1033460000000002,0.9188000000000001
Bundesliga,2019,h,0.877237,2.8843,0.877237,2.8843,3,11,1,4,0.2557,l,2020-05-18 18:30:00,0,0,1,0,-2.007063,17.25925925925926,466,27,10.875,261,24,Werder Bremen,-0.12276299999999996,-1.1157,0.2557
Bundesliga,2019,a,0.464168,0.722324,0.464168,0.722324,3,5,1,0,1.0478,w,2020-05-23 13:30:00,1,0,0,3,-0.25815599999999994,19.176470588235293,326,17,9.80952380952381,206,21,Werder Bremen,-0.535832,0.722324,-1.9522
Bundesliga,2019,h,0.844607,0.359767,0.844607,0.359767,3,3,0,0,1.7944,d,2020-05-26 18:30:00,0,1,0,1,0.48484,12.03125,385,32,10.461538461538462,272,26,Werder Bremen,0.844607,0.359767,0.7944
Bundesliga,2019,a,0.349616,0.788687,0.349616,0.788687,6,6,1,0,0.8308,w,2020-05-30 13:30:00,1,0,0,3,-0.43907100000000004,4.9655172413793105,144,29,10.0,280,28,Werder Bremen,-0.6503840000000001,0.788687,-2.1692
Bundesliga,2019,h,0.388746,1.75359,0.388746,1.75359,4,2,0,3,0.34209999999999996,l,2020-06-03 18:30:00,0,0,1,0,-1.364844,10.666666666666666,224,21,8.068965517241379,234,29,Werder Bremen,0.388746,-1.24641,0.34209999999999996
Bundesliga,2019,h,0.416576,1.84359,0.416576,1.84359,5,6,0,1,0.3414,l,2020-06-07 11:30:00,0,0,1,0,-1.427014,7.827586206896552,227,29,12.818181818181818,282,22,Werder Bremen,0.416576,0.8435900000000001,0.3414
Bundesliga,2019,a,3.1298,1.96916,2.37203,1.96916,7,4,5,1,2.2279,w,2020-06-13 13:30:00,1,0,0,3,0.40287000000000006,5.555555555555555,200,36,10.75,215,20,Werder Bremen,-1.8702,0.96916,-0.7721
Bundesliga,2019,h,0.274502,1.33112,0.274502,1.33112,4,15,0,1,0.45189999999999997,l,2020-06-16 18:30:00,0,0,1,0,-1.056618,25.0,325,13,7.909090909090909,261,33,Werder Bremen,0.274502,0.3311200000000001,0.45189999999999997
Bundesliga,2019,a,1.36006,2.06765,1.36006,2.06765,15,9,1,3,0.835,l,2020-06-20 13:30:00,0,0,1,0,-0.7075899999999999,5.193548387096774,161,31,12.130434782608695,279,23,Werder Bremen,0.36006000000000005,-0.93235,0.835
Bundesliga,2019,h,3.25477,0.853136,3.25477,0.853136,5,0,6,1,2.7611,w,2020-06-27 13:30:00,1,0,0,3,2.401634,9.296296296296296,251,27,12.875,309,24,Werder Bremen,-2.74523,-0.146864,-0.2389000000000001
Bundesliga,2019,a,0.760773,1.43141,0.760773,1.43141,5,7,0,0,0.7925,d,2019-08-17 17:30:00,0,1,0,1,-0.670637,15.285714285714286,321,21,5.757575757575758,190,33,Schalke 04,0.760773,1.43141,-0.20750000000000002
Bundesliga,2019,h,1.08016,1.59729,1.08016,0.83951,6,9,0,3,0.8977999999999999,l,2019-08-24 17:30:00,0,0,1,0,0.24065000000000003,18.28,457,25,9.68421052631579,184,19,Schalke 04,1.08016,-1.40271,0.8977999999999999
Bundesliga,2019,h,1.16546,0.771094,1.16546,0.771094,7,6,3,0,1.7378,w,2019-08-31 14:30:00,1,0,0,3,0.394366,11.772727272727273,259,22,21.375,342,16,Schalke 04,-1.83454,0.771094,-1.2622
Bundesliga,2019,a,1.9184,1.39508,1.9184,1.39508,14,3,5,1,1.7484000000000002,w,2019-09-15 16:00:00,1,0,0,3,0.52332,7.7407407407407405,209,27,8.5,238,28,Schalke 04,-3.0816,0.3950800000000001,-1.2515999999999998
Bundesliga,2019,h,0.873048,0.985151,0.873048,0.985151,6,6,2,1,1.2389999999999999,w,2019-09-20 18:30:00,1,0,0,3,-0.11210299999999995,8.333333333333334,225,27,7.125,228,32,Schalke 04,-1.126952,-0.014849000000000001,-1.7610000000000001
Bundesliga,2019,a,2.64689,1.2781,1.88912,1.2781,10,13,3,1,2.35,w,2019-09-28 13:30:00,1,0,0,3,0.6110199999999999,9.606060606060606,317,33,6.36,159,25,Schalke 04,-0.35311000000000003,0.2781,-0.6499999999999999
Bundesliga,2019,h,2.04637,1.04818,2.04637,1.04818,12,2,1,1,2.1443000000000003,d,2019-10-05 17:30:00,0,1,0,1,0.9981900000000001,4.594594594594595,170,37,10.130434782608695,233,23,Schalke 04,1.04637,0.04817999999999989,1.1443000000000003
Bundesliga,2019,a,0.859284,0.973105,0.859284,0.973105,14,1,0,2,1.165,l,2019-10-20 17:00:00,0,0,1,0,-0.11382099999999995,6.0588235294117645,206,34,8.655172413793103,251,29,Schalke 04,0.859284,-1.0268950000000001,1.165
Bundesliga,2019,h,1.08518,0.346623,1.08518,0.346623,3,4,0,0,2.0754,d,2019-10-26 14:30:00,0,1,0,1,0.738557,11.0,286,26,8.0,200,25,Schalke 04,1.08518,0.346623,1.0754000000000001
Bundesliga,2019,a,0.355124,1.55099,0.355124,0.793215,5,6,3,2,0.3414,w,2019-11-03 17:00:00,1,0,0,3,-0.438091,6.764705882352941,115,17,15.565217391304348,358,23,Schalke 04,-2.644876,-0.4490099999999999,-2.6586
Bundesliga,2019,h,1.23132,2.06462,1.23132,1.30684,3,5,3,3,0.6924,d,2019-11-09 14:30:00,0,1,0,1,-0.07552000000000003,10.2,153,15,10.185185185185185,275,27,Schalke 04,-1.76868,-0.9353799999999999,-0.3076
Bundesliga,2019,a,0.660152,1.7254,0.660152,1.7254,4,7,2,1,0.48319999999999996,w,2019-11-23 14:30:00,1,0,0,3,-1.065248,9.333333333333334,224,24,8.575757575757576,283,33,Schalke 04,-1.339848,0.7254,-2.5168
Bundesliga,2019,h,1.27089,1.65551,1.27089,0.897809,9,1,2,1,1.0588000000000002,w,2019-11-29 19:30:00,1,0,0,3,0.3730810000000001,11.15,223,20,12.391304347826088,285,23,Schalke 04,-0.7291099999999999,0.65551,-1.9411999999999998
Bundesliga,2019,a,0.9976,3.0351,0.9976,3.0351,2,9,1,2,0.2574,l,2019-12-07 17:30:00,0,0,1,0,-2.0374999999999996,7.75,279,36,5.852941176470588,199,34,Schalke 04,-0.0023999999999999577,1.0351,0.2574
Bundesliga,2019,h,1.10732,1.01796,1.10732,1.01796,8,6,1,0,1.4098000000000002,w,2019-12-15 17:00:00,1,0,0,3,0.0893600000000001,9.95,199,20,12.631578947368421,240,19,Schalke 04,0.10732000000000008,1.01796,-1.5901999999999998
Bundesliga,2019,a,1.73056,2.99738,1.73056,2.99738,8,13,1,1,0.5685,d,2019-12-18 19:30:00,0,1,0,1,-1.26682,6.419354838709677,199,31,8.083333333333334,194,24,Schalke 04,0.7305600000000001,1.9973800000000002,-0.4315
Bundesliga,2019,h,1.70201,2.56208,1.70201,1.04661,9,3,2,2,0.7412,d,2019-12-21 14:30:00,0,1,0,1,0.6554,8.578947368421053,163,19,12.5,250,20,Schalke 04,-0.29799,0.5620799999999999,-0.25880000000000003
Bundesliga,2019,h,2.05715,0.838626,2.05715,0.838626,4,3,2,0,2.2721,w,2020-01-17 19:30:00,1,0,0,3,1.218524,6.588235294117647,224,34,5.758620689655173,167,29,Schalke 04,0.057150000000000034,0.838626,-0.7279
Bundesliga,2019,a,0.401432,3.90217,0.401432,3.90217,2,10,0,5,0.0322,l,2020-01-25 17:30:00,0,0,1,0,-3.500738,35.61538461538461,463,13,8.428571428571429,177,21,Schalke 04,0.401432,-1.09783,0.0322
Bundesliga,2019,a,1.11364,0.417351,1.11364,0.417351,6,2,0,0,2.0249,d,2020-01-31 19:30:00,0,1,0,1,0.6962889999999999,7.115384615384615,185,26,17.210526315789473,327,19,Schalke 04,1.11364,0.417351,1.0249000000000001
Bundesliga,2019,h,1.02675,0.561041,1.02675,0.561041,15,4,1,1,1.7528000000000001,d,2020-02-08 14:30:00,0,1,0,1,0.46570900000000004,4.285714285714286,90,21,14.772727272727273,325,22,Schalke 04,0.02675000000000005,-0.438959,0.7528000000000001
Bundesliga,2019,a,1.11629,1.60342,1.11629,1.60342,3,8,0,0,1.0016,d,2020-02-16 17:00:00,0,1,0,1,-0.48713000000000006,4.869565217391305,112,23,12.73913043478261,293,23,Schalke 04,1.11629,1.60342,0.0016000000000000458
Bundesliga,2019,h,0.289302,3.12937,0.289302,3.12937,2,5,0,5,0.0674,l,2020-02-22 17:30:00,0,0,1,0,-2.840068,5.775,231,40,9.25,333,36,Schalke 04,0.289302,-1.8706299999999998,0.0674
Bundesliga,2019,a,0.592026,1.17896,0.592026,1.17896,3,4,0,3,0.8324,l,2020-02-29 17:30:00,0,0,1,0,-0.586934,8.863636363636363,195,22,11.483870967741936,356,31,Schalke 04,0.592026,-1.82104,0.8324
Bundesliga,2019,h,1.1061,0.801078,1.1061,0.801078,3,2,1,1,1.5573000000000001,d,2020-03-07 14:30:00,0,1,0,1,0.3050220000000001,19.42105263157895,369,19,11.45,229,20,Schalke 04,0.10610000000000008,-0.19892200000000004,0.5573000000000001
Bundesliga,2019,a,0.345513,1.45195,0.345513,1.45195,3,3,0,4,0.4547,l,2020-05-16 13:30:00,0,0,1,0,-1.1064370000000001,14.419354838709678,447,31,12.842105263157896,244,19,Schalke 04,0.345513,-2.54805,0.4547
Bundesliga,2019,h,0.707591,1.5047,0.707591,1.5047,4,0,0,3,0.6649,l,2020-05-24 11:30:00,0,0,1,0,-0.797109,3.3823529411764706,115,34,18.61904761904762,391,21,Schalke 04,0.707591,-1.4953,0.6649
Bundesliga,2019,a,0.702054,1.73478,0.702054,1.73478,3,6,1,2,0.5076,l,2020-05-27 18:30:00,0,0,1,0,-1.032726,20.38888888888889,367,18,7.0,140,20,Schalke 04,-0.29794600000000004,-0.26522,0.5076
Bundesliga,2019,h,0.788687,0.349616,0.788687,0.349616,6,6,0,1,1.7662,l,2020-05-30 13:30:00,0,0,1,0,0.43907100000000004,10.0,280,28,4.9655172413793105,144,29,Schalke 04,0.788687,-0.6503840000000001,1.7662
Bundesliga,2019,a,0.166933,2.39933,0.166933,2.39933,1,2,1,1,0.0975,d,2020-06-07 13:30:00,0,1,0,1,-2.2323969999999997,5.555555555555555,150,27,9.043478260869565,208,23,Schalke 04,-0.833067,1.39933,-0.9025
Bundesliga,2019,h,1.47429,0.889455,0.716517,0.889455,2,6,1,1,1.9291,d,2020-06-14 16:00:00,0,1,0,1,-0.17293800000000004,18.185185185185187,491,27,4.642857142857143,130,28,Schalke 04,0.4742900000000001,-0.110545,0.9291
